sku,date,quantity,is_promotional,region
SKU-B,2025-03-19,99.3,False,default
SKU-C,2025-03-19,235.6,False,default
SKU-A,2025-03-20,232.4,True,default
SKU-B,2025-03-20,99.2,False,default
SKU-C,2025-03-20,209.7,False,default
SKU-A,2025-03-21,208.0,True,default
SKU-B,2025-03-21,70.1,False,default
SKU-C,2025-03-21,178.6,False,default
SKU-A,2025-03-22,89.3,True,default
SKU-B,2025-03-22,35.7,False,default
SKU-C,2025-03-22,87.1,False,default
SKU-A,2025-03-23,47.8,True,default
SKU-B,2025-03-23,21.5,False,default
SKU-C,2025-03-23,71.5,False,default
SKU-A,2025-03-24,147.5,False,default
SKU-B,2025-03-24,71.0,False,default
SKU-C,2025-03-24,145.7,False,default
SKU-A,2025-03-25,147.9,False,default
SKU-B,2025-03-25,72.5,False,default
SKU-C,2025-03-25,204.8,False,default
SKU-A,2025-03-26,116.9,False,default
SKU-B,2025-03-26,68.5,False,default
SKU-C,2025-03-26,224.9,False,default
SKU-A,2025-03-27,146.4,False,default
SKU-B,2025-03-27,81.2,False,default
SKU-C,2025-03-27,147.5,False,default
SKU-A,2025-03-28,113.9,False,default
SKU-B,2025-03-28,82.5,False,default
SKU-C,2025-03-28,154.9,False,default
SKU-A,2025-03-29,57.2,False,default
SKU-B,2025-03-29,34.9,False,default
SKU-C,2025-03-29,100.1,False,default
SKU-A,2025-03-30,29.2,False,default
SKU-B,2025-03-30,7.9,False,default
SKU-C,2025-03-30,72.9,False,default
SKU-A,2025-03-31,135.0,False,default
SKU-B,2025-03-31,88.2,False,default
SKU-C,2025-03-31,192.5,False,default
SKU-A,2025-04-01,131.4,False,default
SKU-B,2025-04-01,80.0,False,default
SKU-C,2025-04-01,212.5,False,default
SKU-A,2025-04-02,164.3,False,default
SKU-B,2025-04-02,75.5,False,default
SKU-C,2025-04-02,177.4,False,default
SKU-A,2025-04-03,161.3,False,default
SKU-B,2025-04-03,87.5,False,default
SKU-C,2025-04-03,201.9,False,default
SKU-A,2025-04-04,141.4,False,default
SKU-B,2025-04-04,74.9,False,default
SKU-C,2025-04-04,243.2,False,default
SKU-A,2025-04-05,66.3,False,default
SKU-B,2025-04-05,31.3,False,default
SKU-C,2025-04-05,142.1,False,default
SKU-A,2025-04-06,19.1,False,default
SKU-B,2025-04-06,25.6,False,default
SKU-C,2025-04-06,51.7,False,default
SKU-A,2025-04-07,161.1,False,default
SKU-B,2025-04-07,106.7,False,default
SKU-C,2025-04-07,223.0,False,default
SKU-A,2025-04-08,130.9,False,default
SKU-B,2025-04-08,96.1,False,default
SKU-C,2025-04-08,206.2,False,default
SKU-A,2025-04-09,173.0,False,default
SKU-B,2025-04-09,93.2,False,default
SKU-C,2025-04-09,214.9,False,default
SKU-A,2025-04-10,146.2,False,default
SKU-B,2025-04-10,78.7,False,default
SKU-C,2025-04-10,200.7,False,default
SKU-A,2025-04-11,147.6,False,default
SKU-B,2025-04-11,76.8,False,default
SKU-C,2025-04-11,177.1,False,default
SKU-A,2025-04-12,65.9,False,default
SKU-B,2025-04-12,49.0,False,default
SKU-C,2025-04-12,108.7,False,default
SKU-A,2025-04-13,44.0,False,default
SKU-B,2025-04-13,11.1,False,default
SKU-C,2025-04-13,10.0,False,default
SKU-A,2025-04-14,168.3,False,default
SKU-B,2025-04-14,90.5,False,default
SKU-C,2025-04-14,222.3,False,default
SKU-A,2025-04-15,166.3,False,default
SKU-B,2025-04-15,99.6,False,default
SKU-C,2025-04-15,240.9,False,default
SKU-A,2025-04-16,179.4,False,default
SKU-B,2025-04-16,88.0,False,default
SKU-C,2025-04-16,253.5,False,default
SKU-A,2025-04-17,148.4,False,default
SKU-B,2025-04-17,97.5,False,default
SKU-C,2025-04-17,269.4,False,default
SKU-A,2025-04-18,140.9,False,default
SKU-B,2025-04-18,91.1,False,default
SKU-C,2025-04-18,235.7,False,default
SKU-A,2025-04-19,54.0,False,default
SKU-B,2025-04-19,29.8,False,default
SKU-C,2025-04-19,67.1,False,default
SKU-A,2025-04-20,0.4,False,default
SKU-B,2025-04-20,39.7,False,default
SKU-C,2025-04-20,19.2,False,default
SKU-A,2025-04-21,146.5,False,default
SKU-B,2025-04-21,93.5,False,default
SKU-C,2025-04-21,242.4,False,default
SKU-A,2025-04-22,162.6,False,default
SKU-B,2025-04-22,105.2,False,default
SKU-C,2025-04-22,221.0,False,default
SKU-A,2025-04-23,148.5,False,default
SKU-B,2025-04-23,99.8,False,default
SKU-C,2025-04-23,230.2,False,default
SKU-A,2025-04-24,175.6,False,default
SKU-B,2025-04-24,102.3,False,default
SKU-C,2025-04-24,255.7,False,default
SKU-A,2025-04-25,146.8,False,default
SKU-B,2025-04-25,99.7,False,default
SKU-C,2025-04-25,218.9,False,default
SKU-A,2025-04-26,41.6,False,default
SKU-B,2025-04-26,43.2,False,default
SKU-C,2025-04-26,79.3,False,default
SKU-A,2025-04-27,22.7,False,default
SKU-B,2025-04-27,25.5,False,default
SKU-C,2025-04-27,78.9,False,default
SKU-A,2025-04-28,154.1,False,default
SKU-B,2025-04-28,101.8,False,default
SKU-C,2025-04-28,283.2,False,default
SKU-A,2025-04-29,157.9,False,default
SKU-B,2025-04-29,125.1,False,default
SKU-C,2025-04-29,255.6,False,default
SKU-A,2025-04-30,128.4,False,default
SKU-B,2025-04-30,107.0,False,default
SKU-C,2025-04-30,251.8,False,default
SKU-A,2025-05-01,174.7,False,default
SKU-B,2025-05-01,106.5,False,default
SKU-C,2025-05-01,239.7,False,default
SKU-A,2025-05-02,122.0,False,default
SKU-B,2025-05-02,88.0,False,default
SKU-C,2025-05-02,198.3,False,default
SKU-A,2025-05-03,53.9,False,default
SKU-B,2025-05-03,46.1,False,default
SKU-C,2025-05-03,139.6,False,default
SKU-A,2025-05-04,37.3,False,default
SKU-B,2025-05-04,8.2,False,default
SKU-C,2025-05-04,60.2,False,default
SKU-A,2025-05-05,175.4,False,default
SKU-B,2025-05-05,95.0,False,default
SKU-C,2025-05-05,243.0,False,default
SKU-A,2025-05-06,158.2,False,default
SKU-B,2025-05-06,93.6,False,default
SKU-C,2025-05-06,263.3,False,default
SKU-A,2025-05-07,156.7,False,default
SKU-B,2025-05-07,105.9,False,default
SKU-C,2025-05-07,225.7,False,default
SKU-A,2025-05-08,152.5,False,default
SKU-B,2025-05-08,109.3,False,default
SKU-C,2025-05-08,239.3,False,default
SKU-A,2025-05-09,169.5,False,default
SKU-B,2025-05-09,88.1,False,default
SKU-C,2025-05-09,230.0,False,default
SKU-A,2025-05-10,78.0,False,default
SKU-B,2025-05-10,26.9,False,default
SKU-C,2025-05-10,56.0,False,default
SKU-A,2025-05-11,9.2,False,default
SKU-B,2025-05-11,33.2,False,default
SKU-C,2025-05-11,36.4,False,default
SKU-A,2025-05-12,199.4,False,default
SKU-B,2025-05-12,97.6,False,default
SKU-C,2025-05-12,256.1,False,default
SKU-A,2025-05-13,184.6,False,default
SKU-B,2025-05-13,123.6,False,default
SKU-C,2025-05-13,303.8,False,default
SKU-A,2025-05-14,180.0,False,default
SKU-B,2025-05-14,114.1,False,default
SKU-C,2025-05-14,267.8,False,default
SKU-A,2025-05-15,174.1,False,default
SKU-B,2025-05-15,98.6,False,default
SKU-C,2025-05-15,233.2,False,default
SKU-A,2025-05-16,146.5,False,default
SKU-B,2025-05-16,92.3,False,default
SKU-C,2025-05-16,217.5,False,default
SKU-A,2025-05-17,75.8,False,default
SKU-B,2025-05-17,51.4,False,default
SKU-C,2025-05-17,104.2,False,default
SKU-A,2025-05-18,54.9,False,default
SKU-B,2025-05-18,9.6,False,default
SKU-C,2025-05-18,46.3,False,default
SKU-A,2025-05-19,153.4,False,default
SKU-B,2025-05-19,86.6,False,default
SKU-C,2025-05-19,254.2,False,default
SKU-A,2025-05-20,162.8,False,default
SKU-B,2025-05-20,120.7,False,default
SKU-C,2025-05-20,272.7,False,default
SKU-A,2025-05-21,149.7,False,default
SKU-B,2025-05-21,124.3,False,default
SKU-C,2025-05-21,288.1,False,default
SKU-A,2025-05-22,174.2,False,default
SKU-B,2025-05-22,103.8,False,default
SKU-C,2025-05-22,234.2,False,default
SKU-A,2025-05-23,143.7,False,default
SKU-B,2025-05-23,106.6,False,default
SKU-C,2025-05-23,280.0,False,default
SKU-A,2025-05-24,89.6,False,default
SKU-B,2025-05-24,37.7,False,default
SKU-C,2025-05-24,75.8,False,default
SKU-A,2025-05-25,35.4,False,default
SKU-B,2025-05-25,3.7,False,default
SKU-C,2025-05-25,60.1,False,default
SKU-A,2025-05-26,164.8,False,default
SKU-B,2025-05-26,102.4,False,default
SKU-C,2025-05-26,220.6,False,default
SKU-A,2025-05-27,175.1,False,default
SKU-B,2025-05-27,101.9,False,default
SKU-C,2025-05-27,231.8,False,default
SKU-A,2025-05-28,124.7,False,default
SKU-B,2025-05-28,107.2,False,default
SKU-C,2025-05-28,305.9,False,default
SKU-A,2025-05-29,193.1,False,default
SKU-B,2025-05-29,103.2,False,default
SKU-C,2025-05-29,247.1,False,default
SKU-A,2025-05-30,158.7,False,default
SKU-B,2025-05-30,87.2,False,default
SKU-C,2025-05-30,243.9,False,default
SKU-A,2025-05-31,79.0,False,default
SKU-B,2025-05-31,55.5,False,default
SKU-C,2025-05-31,102.8,False,default
SKU-A,2025-06-01,30.8,False,default
SKU-B,2025-06-01,12.9,False,default
SKU-C,2025-06-01,32.1,False,default
SKU-A,2025-06-02,166.1,False,default
SKU-B,2025-06-02,112.2,False,default
SKU-C,2025-06-02,498.2,True,default
SKU-A,2025-06-03,157.8,False,default
SKU-B,2025-06-03,123.7,False,default
SKU-C,2025-06-03,469.5,True,default
SKU-A,2025-06-04,169.8,False,default
SKU-B,2025-06-04,101.5,False,default
SKU-C,2025-06-04,416.5,True,default
SKU-A,2025-06-05,183.7,False,default
SKU-B,2025-06-05,116.5,False,default
SKU-C,2025-06-05,470.8,True,default
SKU-A,2025-06-06,154.7,False,default
SKU-B,2025-06-06,103.6,False,default
SKU-C,2025-06-06,391.7,True,default
SKU-A,2025-06-07,60.5,False,default
SKU-B,2025-06-07,51.7,False,default
SKU-C,2025-06-07,160.4,True,default
SKU-A,2025-06-08,38.7,False,default
SKU-B,2025-06-08,8.4,False,default
SKU-C,2025-06-08,107.7,True,default
SKU-A,2025-06-09,171.0,False,default
SKU-B,2025-06-09,93.7,False,default
SKU-C,2025-06-09,509.9,True,default
SKU-A,2025-06-10,160.8,False,default
SKU-B,2025-06-10,101.9,False,default
SKU-C,2025-06-10,486.4,True,default
SKU-A,2025-06-11,189.3,False,default
SKU-B,2025-06-11,100.0,False,default
SKU-C,2025-06-11,483.6,True,default
SKU-A,2025-06-12,178.7,False,default
SKU-B,2025-06-12,117.2,False,default
SKU-C,2025-06-12,487.1,True,default
SKU-A,2025-06-13,149.8,False,default
SKU-B,2025-06-13,91.1,False,default
SKU-C,2025-06-13,437.1,True,default
SKU-A,2025-06-14,53.0,False,default
SKU-B,2025-06-14,15.0,False,default
SKU-C,2025-06-14,204.4,True,default
SKU-A,2025-06-15,48.2,False,default
SKU-B,2025-06-15,0.0,False,default
SKU-C,2025-06-15,71.6,True,default
SKU-A,2025-06-16,182.5,False,default
SKU-B,2025-06-16,131.4,False,default
SKU-C,2025-06-16,485.4,True,default
SKU-A,2025-06-17,162.4,False,default
SKU-B,2025-06-17,109.1,False,default
SKU-C,2025-06-17,519.7,True,default
SKU-A,2025-06-18,163.9,False,default
SKU-B,2025-06-18,103.0,False,default
SKU-C,2025-06-18,473.7,True,default
SKU-A,2025-06-19,159.4,False,default
SKU-B,2025-06-19,112.4,False,default
SKU-C,2025-06-19,526.8,True,default
SKU-A,2025-06-20,161.3,False,default
SKU-B,2025-06-20,97.6,False,default
SKU-C,2025-06-20,430.6,True,default
SKU-A,2025-06-21,46.2,False,default
SKU-B,2025-06-21,53.4,False,default
SKU-C,2025-06-21,192.8,True,default
SKU-A,2025-06-22,32.1,False,default
SKU-B,2025-06-22,54.2,False,default
SKU-C,2025-06-22,104.9,True,default
SKU-A,2025-06-23,163.1,False,default
SKU-B,2025-06-23,107.2,False,default
SKU-C,2025-06-23,299.6,False,default
SKU-A,2025-06-24,176.2,False,default
SKU-B,2025-06-24,97.2,False,default
SKU-C,2025-06-24,294.0,False,default
SKU-A,2025-06-25,164.5,False,default
SKU-B,2025-06-25,130.4,False,default
SKU-C,2025-06-25,298.2,False,default
SKU-A,2025-06-26,168.0,False,default
SKU-B,2025-06-26,124.5,False,default
SKU-C,2025-06-26,273.0,False,default
SKU-A,2025-06-27,170.1,False,default
SKU-B,2025-06-27,105.4,False,default
SKU-C,2025-06-27,223.1,False,default
SKU-A,2025-06-28,60.3,False,default
SKU-B,2025-06-28,55.0,False,default
SKU-C,2025-06-28,100.3,False,default
SKU-A,2025-06-29,28.9,False,default
SKU-B,2025-06-29,12.8,False,default
SKU-C,2025-06-29,64.9,False,default
SKU-A,2025-06-30,205.9,False,default
SKU-B,2025-06-30,101.2,False,default
SKU-C,2025-06-30,272.3,False,default
SKU-A,2025-07-01,196.2,False,default
SKU-B,2025-07-01,111.1,False,default
SKU-C,2025-07-01,283.1,False,default
SKU-A,2025-07-02,159.2,False,default
SKU-B,2025-07-02,116.2,False,default
SKU-C,2025-07-02,267.1,False,default
SKU-A,2025-07-03,189.9,False,default
SKU-B,2025-07-03,123.8,False,default
SKU-C,2025-07-03,336.6,False,default
SKU-A,2025-07-04,166.3,False,default
SKU-B,2025-07-04,104.0,False,default
SKU-C,2025-07-04,249.5,False,default
SKU-A,2025-07-05,64.8,False,default
SKU-B,2025-07-05,48.2,False,default
SKU-C,2025-07-05,101.3,False,default
SKU-A,2025-07-06,37.6,False,default
SKU-B,2025-07-06,35.6,False,default
SKU-C,2025-07-06,29.2,False,default
SKU-A,2025-07-07,192.3,False,default
SKU-B,2025-07-07,125.1,False,default
SKU-C,2025-07-07,268.8,False,default
SKU-A,2025-07-08,143.4,False,default
SKU-B,2025-07-08,105.8,False,default
SKU-C,2025-07-08,304.1,False,default
SKU-A,2025-07-09,174.8,False,default
SKU-B,2025-07-09,101.9,False,default
SKU-C,2025-07-09,259.0,False,default
SKU-A,2025-07-10,187.7,False,default
SKU-B,2025-07-10,117.3,False,default
SKU-C,2025-07-10,265.6,False,default
SKU-A,2025-07-11,152.1,False,default
SKU-B,2025-07-11,96.7,False,default
SKU-C,2025-07-11,221.2,False,default
SKU-A,2025-07-12,94.2,False,default
SKU-B,2025-07-12,41.5,False,default
SKU-C,2025-07-12,139.0,False,default
SKU-A,2025-07-13,57.8,False,default
SKU-B,2025-07-13,32.3,False,default
SKU-C,2025-07-13,43.4,False,default
SKU-A,2025-07-14,180.9,False,default
SKU-B,2025-07-14,111.4,False,default
SKU-C,2025-07-14,248.4,False,default
SKU-A,2025-07-15,179.7,False,default
SKU-B,2025-07-15,99.8,False,default
SKU-C,2025-07-15,300.6,False,default
SKU-A,2025-07-16,167.7,False,default
SKU-B,2025-07-16,113.5,False,default
SKU-C,2025-07-16,277.8,False,default
SKU-A,2025-07-17,170.7,False,default
SKU-B,2025-07-17,117.3,False,default
SKU-C,2025-07-17,258.6,False,default
SKU-A,2025-07-18,170.1,False,default
SKU-B,2025-07-18,86.8,False,default
SKU-C,2025-07-18,246.4,False,default
SKU-A,2025-07-19,98.8,False,default
SKU-B,2025-07-19,34.5,False,default
SKU-C,2025-07-19,91.1,False,default
SKU-A,2025-07-20,42.6,False,default
SKU-B,2025-07-20,24.0,False,default
SKU-C,2025-07-20,62.7,False,default
SKU-A,2025-07-21,181.4,False,default
SKU-B,2025-07-21,117.5,False,default
SKU-C,2025-07-21,297.3,False,default
SKU-A,2025-07-22,180.1,False,default
SKU-B,2025-07-22,108.6,False,default
SKU-C,2025-07-22,286.1,False,default
SKU-A,2025-07-23,202.3,False,default
SKU-B,2025-07-23,109.6,False,default
SKU-C,2025-07-23,244.7,False,default
SKU-A,2025-07-24,190.2,False,default
SKU-B,2025-07-24,109.6,False,default
SKU-C,2025-07-24,214.4,False,default
SKU-A,2025-07-25,168.8,False,default
SKU-B,2025-07-25,94.2,False,default
SKU-C,2025-07-25,239.3,False,default
SKU-A,2025-07-26,74.3,False,default
SKU-B,2025-07-26,46.1,False,default
SKU-C,2025-07-26,125.0,False,default
SKU-A,2025-07-27,28.1,False,default
SKU-B,2025-07-27,27.2,False,default
SKU-C,2025-07-27,47.1,False,default
SKU-A,2025-07-28,183.9,False,default
SKU-B,2025-07-28,116.4,False,default
SKU-C,2025-07-28,244.0,False,default
SKU-A,2025-07-29,188.9,False,default
SKU-B,2025-07-29,104.7,False,default
SKU-C,2025-07-29,287.2,False,default
SKU-A,2025-07-30,177.9,False,default
SKU-B,2025-07-30,128.3,False,default
SKU-C,2025-07-30,261.1,False,default
SKU-A,2025-07-31,166.9,False,default
SKU-B,2025-07-31,109.6,False,default
SKU-C,2025-07-31,258.7,False,default
SKU-A,2025-08-01,166.7,False,default
SKU-B,2025-08-01,82.5,False,default
SKU-C,2025-08-01,212.9,False,default
SKU-A,2025-08-02,52.7,False,default
SKU-B,2025-08-02,53.3,False,default
SKU-C,2025-08-02,148.9,False,default
SKU-A,2025-08-03,32.7,False,default
SKU-B,2025-08-03,20.2,False,default
SKU-C,2025-08-03,54.7,False,default
SKU-A,2025-08-04,188.6,False,default
SKU-B,2025-08-04,99.8,False,default
SKU-C,2025-08-04,270.5,False,default
SKU-A,2025-08-05,185.5,False,default
SKU-B,2025-08-05,113.9,False,default
SKU-C,2025-08-05,268.8,False,default
SKU-A,2025-08-06,185.6,False,default
SKU-B,2025-08-06,81.7,False,default
SKU-C,2025-08-06,280.5,False,default
SKU-A,2025-08-07,160.5,False,default
SKU-B,2025-08-07,90.2,False,default
SKU-C,2025-08-07,275.9,False,default
SKU-A,2025-08-08,173.6,False,default
SKU-B,2025-08-08,96.1,False,default
SKU-C,2025-08-08,260.2,False,default
SKU-A,2025-08-09,92.1,False,default
SKU-B,2025-08-09,56.4,False,default
SKU-C,2025-08-09,145.8,False,default
SKU-A,2025-08-10,45.0,False,default
SKU-B,2025-08-10,22.3,False,default
SKU-C,2025-08-10,12.3,False,default
SKU-A,2025-08-11,165.3,False,default
SKU-B,2025-08-11,99.3,False,default
SKU-C,2025-08-11,315.3,False,default
SKU-A,2025-08-12,166.1,False,default
SKU-B,2025-08-12,108.7,False,default
SKU-C,2025-08-12,274.3,False,default
SKU-A,2025-08-13,169.0,False,default
SKU-B,2025-08-13,124.2,False,default
SKU-C,2025-08-13,244.3,False,default
SKU-A,2025-08-14,170.9,False,default
SKU-B,2025-08-14,99.6,False,default
SKU-C,2025-08-14,226.3,False,default
SKU-A,2025-08-15,141.7,False,default
SKU-B,2025-08-15,95.7,False,default
SKU-C,2025-08-15,222.1,False,default
SKU-A,2025-08-16,56.5,False,default
SKU-B,2025-08-16,28.5,False,default
SKU-C,2025-08-16,101.2,False,default
SKU-A,2025-08-17,10.8,False,default
SKU-B,2025-08-17,28.9,False,default
SKU-C,2025-08-17,53.6,False,default
SKU-A,2025-08-18,144.7,False,default
SKU-B,2025-08-18,102.9,False,default
SKU-C,2025-08-18,238.1,False,default
SKU-A,2025-08-19,170.9,False,default
SKU-B,2025-08-19,119.2,False,default
SKU-C,2025-08-19,209.4,False,default
SKU-A,2025-08-20,167.5,False,default
SKU-B,2025-08-20,103.9,False,default
SKU-C,2025-08-20,272.4,False,default
SKU-A,2025-08-21,168.5,False,default
SKU-B,2025-08-21,97.7,False,default
SKU-C,2025-08-21,247.0,False,default
SKU-A,2025-08-22,136.5,False,default
SKU-B,2025-08-22,105.2,False,default
SKU-C,2025-08-22,229.4,False,default
SKU-A,2025-08-23,94.3,False,default
SKU-B,2025-08-23,41.3,False,default
SKU-C,2025-08-23,83.7,False,default
SKU-A,2025-08-24,10.1,False,default
SKU-B,2025-08-24,2.9,False,default
SKU-C,2025-08-24,11.0,False,default
SKU-A,2025-08-25,167.7,False,default
SKU-B,2025-08-25,109.2,False,default
SKU-C,2025-08-25,212.7,False,default
SKU-A,2025-08-26,176.7,False,default
SKU-B,2025-08-26,99.0,False,default
SKU-C,2025-08-26,255.2,False,default
SKU-A,2025-08-27,187.0,False,default
SKU-B,2025-08-27,112.5,False,default
SKU-C,2025-08-27,244.1,False,default
SKU-A,2025-08-28,149.0,False,default
SKU-B,2025-08-28,81.8,False,default
SKU-C,2025-08-28,232.1,False,default
SKU-A,2025-08-29,142.5,False,default
SKU-B,2025-08-29,82.8,False,default
SKU-C,2025-08-29,221.2,False,default
SKU-A,2025-08-30,65.7,False,default
SKU-B,2025-08-30,38.8,False,default
SKU-C,2025-08-30,83.2,False,default
SKU-A,2025-08-31,34.7,False,default
SKU-B,2025-08-31,24.9,False,default
SKU-C,2025-08-31,22.3,False,default
SKU-A,2025-09-01,181.7,False,default
SKU-B,2025-09-01,101.1,False,default
SKU-C,2025-09-01,247.6,False,default
SKU-A,2025-09-02,170.6,False,default
SKU-B,2025-09-02,104.1,False,default
SKU-C,2025-09-02,270.2,False,default
SKU-A,2025-09-03,163.8,False,default
SKU-B,2025-09-03,95.3,False,default
SKU-C,2025-09-03,254.6,False,default
SKU-A,2025-09-04,141.9,False,default
SKU-B,2025-09-04,102.2,False,default
SKU-C,2025-09-04,244.0,False,default
SKU-A,2025-09-05,139.6,False,default
SKU-B,2025-09-05,89.5,False,default
SKU-C,2025-09-05,172.6,False,default
SKU-A,2025-09-06,55.0,False,default
SKU-B,2025-09-06,41.1,False,default
SKU-C,2025-09-06,101.3,False,default
SKU-A,2025-09-07,16.1,False,default
SKU-B,2025-09-07,32.7,False,default
SKU-C,2025-09-07,26.8,False,default
SKU-A,2025-09-08,171.6,False,default
SKU-B,2025-09-08,104.1,False,default
SKU-C,2025-09-08,225.5,False,default
SKU-A,2025-09-09,183.2,False,default
SKU-B,2025-09-09,87.6,False,default
SKU-C,2025-09-09,263.8,False,default
SKU-A,2025-09-10,171.0,False,default
SKU-B,2025-09-10,92.5,False,default
SKU-C,2025-09-10,274.8,False,default
SKU-A,2025-09-11,151.8,False,default
SKU-B,2025-09-11,101.7,False,default
SKU-C,2025-09-11,245.7,False,default
SKU-A,2025-09-12,137.5,False,default
SKU-B,2025-09-12,96.8,False,default
SKU-C,2025-09-12,234.3,False,default
SKU-A,2025-09-13,35.6,False,default
SKU-B,2025-09-13,52.3,False,default
SKU-C,2025-09-13,53.4,False,default
SKU-A,2025-09-14,46.3,False,default
SKU-B,2025-09-14,30.8,False,default
SKU-C,2025-09-14,20.1,False,default
SKU-A,2025-09-15,147.3,False,default
SKU-B,2025-09-15,164.4,True,default
SKU-C,2025-09-15,230.4,False,default
SKU-A,2025-09-16,148.3,False,default
SKU-B,2025-09-16,182.6,True,default
SKU-C,2025-09-16,267.7,False,default
SKU-A,2025-09-17,173.3,False,default
SKU-B,2025-09-17,168.6,True,default
SKU-C,2025-09-17,228.9,False,default
SKU-A,2025-09-18,126.6,False,default
SKU-B,2025-09-18,165.5,True,default
SKU-C,2025-09-18,257.4,False,default
SKU-A,2025-09-19,160.4,False,default
SKU-B,2025-09-19,143.3,True,default
SKU-C,2025-09-19,194.3,False,default
SKU-A,2025-09-20,59.9,False,default
SKU-B,2025-09-20,71.7,True,default
SKU-C,2025-09-20,72.4,False,default
SKU-A,2025-09-21,36.4,False,default
SKU-B,2025-09-21,29.6,True,default
SKU-C,2025-09-21,45.8,False,default
SKU-A,2025-09-22,157.8,False,default
SKU-B,2025-09-22,171.1,True,default
SKU-C,2025-09-22,218.9,False,default
SKU-A,2025-09-23,147.4,False,default
SKU-B,2025-09-23,169.5,True,default
SKU-C,2025-09-23,219.7,False,default
SKU-A,2025-09-24,144.6,False,default
SKU-B,2025-09-24,185.7,True,default
SKU-C,2025-09-24,242.1,False,default
SKU-A,2025-09-25,143.5,False,default
SKU-B,2025-09-25,176.1,True,default
SKU-C,2025-09-25,218.8,False,default
SKU-A,2025-09-26,150.3,False,default
SKU-B,2025-09-26,155.3,True,default
SKU-C,2025-09-26,201.0,False,default
SKU-A,2025-09-27,65.5,False,default
SKU-B,2025-09-27,51.4,True,default
SKU-C,2025-09-27,62.0,False,default
SKU-A,2025-09-28,11.4,False,default
SKU-B,2025-09-28,34.9,True,default
SKU-C,2025-09-28,88.2,False,default
SKU-A,2025-09-29,179.2,False,default
SKU-B,2025-09-29,172.9,True,default
SKU-C,2025-09-29,236.1,False,default
SKU-A,2025-09-30,118.2,False,default
SKU-B,2025-09-30,160.4,True,default
SKU-C,2025-09-30,203.0,False,default
SKU-A,2025-10-01,135.3,False,default
SKU-B,2025-10-01,163.5,True,default
SKU-C,2025-10-01,210.0,False,default
SKU-A,2025-10-02,114.4,False,default
SKU-B,2025-10-02,172.0,True,default
SKU-C,2025-10-02,194.1,False,default
SKU-A,2025-10-03,132.7,False,default
SKU-B,2025-10-03,168.2,True,default
SKU-C,2025-10-03,175.1,False,default
SKU-A,2025-10-04,19.2,False,default
SKU-B,2025-10-04,62.4,True,default
SKU-C,2025-10-04,115.2,False,default
SKU-A,2025-10-05,57.8,False,default
SKU-B,2025-10-05,20.2,True,default
SKU-C,2025-10-05,56.1,False,default
SKU-A,2025-10-06,134.8,False,default
SKU-B,2025-10-06,88.9,False,default
SKU-C,2025-10-06,283.5,False,default
SKU-A,2025-10-07,118.7,False,default
SKU-B,2025-10-07,92.1,False,default
SKU-C,2025-10-07,228.2,False,default
SKU-A,2025-10-08,157.0,False,default
SKU-B,2025-10-08,90.2,False,default
SKU-C,2025-10-08,223.3,False,default
SKU-A,2025-10-09,134.3,False,default
SKU-B,2025-10-09,91.6,False,default
SKU-C,2025-10-09,206.2,False,default
SKU-A,2025-10-10,134.9,False,default
SKU-B,2025-10-10,76.0,False,default
SKU-C,2025-10-10,201.9,False,default
SKU-A,2025-10-11,55.2,False,default
SKU-B,2025-10-11,46.5,False,default
SKU-C,2025-10-11,83.9,False,default
SKU-A,2025-10-12,1.1,False,default
SKU-B,2025-10-12,30.2,False,default
SKU-C,2025-10-12,19.8,False,default
SKU-A,2025-10-13,128.1,False,default
SKU-B,2025-10-13,81.5,False,default
SKU-C,2025-10-13,245.6,False,default
SKU-A,2025-10-14,105.3,False,default
SKU-B,2025-10-14,118.5,False,default
SKU-C,2025-10-14,236.8,False,default
SKU-A,2025-10-15,140.2,False,default
SKU-B,2025-10-15,86.2,False,default
SKU-C,2025-10-15,216.6,False,default
SKU-A,2025-10-16,144.1,False,default
SKU-B,2025-10-16,92.8,False,default
SKU-C,2025-10-16,222.5,False,default
SKU-A,2025-10-17,123.5,False,default
SKU-B,2025-10-17,75.4,False,default
SKU-C,2025-10-17,183.2,False,default
SKU-A,2025-10-18,51.1,False,default
SKU-B,2025-10-18,45.6,False,default
SKU-C,2025-10-18,97.6,False,default
SKU-A,2025-10-19,0.0,False,default
SKU-B,2025-10-19,23.6,False,default
SKU-C,2025-10-19,46.1,False,default
SKU-A,2025-10-20,133.8,False,default
SKU-B,2025-10-20,81.1,False,default
SKU-C,2025-10-20,233.3,False,default
SKU-A,2025-10-21,147.8,False,default
SKU-B,2025-10-21,76.9,False,default
SKU-C,2025-10-21,214.5,False,default
SKU-A,2025-10-22,118.5,False,default
SKU-B,2025-10-22,70.5,False,default
SKU-C,2025-10-22,187.8,False,default
SKU-A,2025-10-23,145.4,False,default
SKU-B,2025-10-23,93.5,False,default
SKU-C,2025-10-23,215.5,False,default
SKU-A,2025-10-24,129.7,False,default
SKU-B,2025-10-24,80.4,False,default
SKU-C,2025-10-24,165.6,False,default
SKU-A,2025-10-25,59.1,False,default
SKU-B,2025-10-25,41.3,False,default
SKU-C,2025-10-25,99.3,False,default
SKU-A,2025-10-26,44.0,False,default
SKU-B,2025-10-26,23.7,False,default
SKU-C,2025-10-26,48.8,False,default
